date,open,high,low,close,volume
2024-03-08,80160.0,80480.0,80080.0,80420.0,2936606
2024-03-11,80640.0,81050.0,80220.0,80480.0,1747519
2024-03-12,81420.0,82040.0,81030.0,81500.0,1389744
2024-03-13,81350.0,81600.0,81170.0,81220.0,1740308
2024-03-14,82310.0,82710.0,82010.0,82020.0,2322106
2024-03-15,82510.0,82610.0,82410.0,82510.0,2122874
2024-03-18,81180.0,81380.0,81160.0,81230.0,1103029
2024-03-19,81660.0,82380.0,81430.0,82250.0,1419013
2024-03-20,82800.0,83400.0,82570.0,82790.0,2049701
2024-03-21,82140.0,82500.0,81830.0,82210.0,1222099
2024-03-22,80640.0,81070.0,80350.0,80610.0,2451426
2024-03-25,80300.0,80310.0,80170.0,80190.0,2979125
2024-03-26,79530.0,79560.0,79180.0,79340.0,1838656
2024-03-27,79280.0,79930.0,79020.0,79480.0,1681215
2024-03-28,78900.0,79500.0,78390.0,79130.0,2311275
2024-03-29,79560.0,79670.0,79270.0,79440.0,507696
2024-04-01,80640.0,80830.0,80190.0,80600.0,1933241
2024-04-02,81470.0,81710.0,81100.0,81300.0,2873689
2024-04-03,80200.0,80610.0,80140.0,80320.0,1870304
2024-04-04,82910.0,83150.0,82240.0,82280.0,2278444
2024-04-05,83160.0,83370.0,82800.0,82850.0,322915
2024-04-08,81740.0,81950.0,81520.0,81660.0,1783724
2024-04-09,81460.0,81980.0,81300.0,81490.0,1434090
2024-04-10,82470.0,82560.0,81690.0,82070.0,2473091
2024-04-11,81180.0,81390.0,80790.0,81030.0,555082
2024-04-12,80740.0,80940.0,80590.0,80860.0,322936
2024-04-15,82000.0,82140.0,81920.0,82040.0,348319
2024-04-16,81390.0,82080.0,80990.0,82040.0,2580848
2024-04-17,81410.0,81660.0,81240.0,81430.0,1845416
2024-04-18,81930.0,82870.0,81470.0,82120.0,1465597
2024-04-19,81460.0,82200.0,81170.0,82010.0,1166633
2024-04-22,82250.0,82300.0,81670.0,82200.0,875805
2024-04-23,81230.0,81590.0,80890.0,81000.0,2619326
2024-04-24,79780.0,80310.0,79610.0,79980.0,1049021
2024-04-25,81790.0,81790.0,81360.0,81410.0,2769542
2024-04-26,80690.0,80830.0,80220.0,80620.0,1437159
2024-04-29,81520.0,81770.0,81430.0,81610.0,619777
2024-04-30,81440.0,81930.0,81180.0,81740.0,1307541
2024-05-01,82350.0,82510.0,82110.0,82210.0,2733975
2024-05-02,82850.0,82980.0,82520.0,82570.0,2672919
2024-05-03,81790.0,82110.0,81560.0,81920.0,985364
2024-05-06,79560.0,80120.0,78930.0,79620.0,2106247
2024-05-07,77660.0,78080.0,77280.0,77930.0,2276281
2024-05-08,76650.0,77120.0,76500.0,76600.0,2905636
2024-05-09,74960.0,75350.0,74660.0,74930.0,1115881
2024-05-10,75120.0,75230.0,74780.0,75180.0,1710076
2024-05-13,74170.0,74890.0,73950.0,74460.0,2689715
2024-05-14,73800.0,74490.0,73510.0,73710.0,866264
2024-05-15,73840.0,74380.0,73490.0,73840.0,1105099
2024-05-16,74070.0,74550.0,73570.0,74370.0,2684679
2024-05-17,73870.0,74450.0,73200.0,73930.0,520222
2024-05-20,73470.0,73740.0,73270.0,73460.0,2486642
2024-05-21,73270.0,73510.0,72930.0,73160.0,2827744
2024-05-22,74000.0,74100.0,73300.0,73660.0,1352875
2024-05-23,72360.0,72760.0,72310.0,72500.0,1828489
2024-05-24,71780.0,72270.0,71590.0,72030.0,577605
2024-05-27,71360.0,71510.0,71050.0,71080.0,2652203
2024-05-28,69650.0,70120.0,69550.0,69860.0,2613624
2024-05-29,69940.0,70210.0,69760.0,70190.0,1311428
2024-05-30,69730.0,70200.0,69570.0,70150.0,1130576
2024-05-31,69600.0,69970.0,69370.0,69560.0,892077
2024-06-03,69170.0,69630.0,69090.0,69440.0,1394790
2024-06-04,69040.0,69280.0,68600.0,68970.0,1446320
2024-06-05,68950.0,68980.0,68490.0,68780.0,2404657
2024-06-06,68660.0,68860.0,68590.0,68740.0,1826119
2024-06-07,68330.0,68530.0,67770.0,68520.0,1505033
2024-06-10,69680.0,69870.0,69250.0,69440.0,2465912
2024-06-11,68890.0,69380.0,68790.0,69160.0,2602102
2024-06-12,68980.0,69220.0,68720.0,68890.0,1843421
2024-06-13,69340.0,69590.0,68530.0,69020.0,1232639
2024-06-14,68340.0,68480.0,67760.0,67890.0,2899741
2024-06-17,66550.0,66690.0,66230.0,66620.0,1617910
2024-06-18,66220.0,66330.0,66030.0,66030.0,623595
2024-06-19,66560.0,66640.0,66460.0,66500.0,2740550
2024-06-20,65710.0,65920.0,65560.0,65680.0,604460
2024-06-21,66100.0,66570.0,66090.0,66100.0,2173219
2024-06-24,65910.0,66150.0,65550.0,65970.0,1185254
2024-06-25,65770.0,65920.0,65510.0,65620.0,2083027
2024-06-26,67310.0,67600.0,67030.0,67460.0,1037888
2024-06-27,67810.0,68300.0,67700.0,68150.0,912043
2024-06-28,67770.0,68580.0,67510.0,67990.0,1655813
2024-07-01,68340.0,68700.0,67930.0,68460.0,2066122
2024-07-02,68530.0,68830.0,68160.0,68570.0,313000
2024-07-03,68540.0,68780.0,67850.0,68550.0,1657641
2024-07-04,67330.0,67400.0,66870.0,67390.0,2874980
2024-07-05,67220.0,67500.0,67120.0,67330.0,2150006
2024-07-08,65180.0,66310.0,64770.0,65680.0,2475922
2024-07-09,64790.0,65140.0,64770.0,64960.0,2301169
2024-07-10,65000.0,65220.0,64980.0,65170.0,905269
2024-07-11,65200.0,65560.0,64920.0,65070.0,449327
2024-07-12,65490.0,66010.0,65480.0,65540.0,980348
2024-07-15,64640.0,65050.0,64440.0,64530.0,2407468
2024-07-16,64130.0,64260.0,63940.0,64230.0,687210
2024-07-17,65070.0,65140.0,64790.0,64890.0,706987
2024-07-18,66100.0,66450.0,65690.0,65770.0,1108088
2024-07-19,65360.0,65470.0,65350.0,65470.0,2380068
2024-07-22,66390.0,66940.0,66020.0,66410.0,835000
2024-07-23,67410.0,67620.0,67340.0,67480.0,2035916
2024-07-24,68220.0,68250.0,67640.0,67870.0,517073
2024-07-25,67510.0,67780.0,67340.0,67470.0,2228551
2024-07-26,67180.0,67270.0,66960.0,67200.0,971200
2024-07-29,70040.0,70330.0,69170.0,69370.0,512213
2024-07-30,70420.0,70520.0,70340.0,70390.0,1667165
2024-07-31,70690.0,71160.0,70590.0,70650.0,2012553
2024-08-01,70510.0,70940.0,70300.0,70650.0,2772013
2024-08-02,69840.0,70210.0,69520.0,70030.0,1322673
2024-08-05,71150.0,71460.0,70710.0,71020.0,464376
2024-08-06,72060.0,72270.0,71720.0,71980.0,363313
2024-08-07,72370.0,72730.0,72110.0,72630.0,2667944
2024-08-08,73280.0,73540.0,72810.0,73220.0,2143413
2024-08-09,74450.0,74800.0,73920.0,74760.0,1563887
2024-08-12,73930.0,74210.0,73550.0,73770.0,1317298
2024-08-13,73530.0,74160.0,73450.0,73800.0,2679236
2024-08-14,73630.0,74150.0,73520.0,74070.0,2947830
2024-08-15,74160.0,74420.0,73900.0,74100.0,1747335
2024-08-16,74520.0,74920.0,74280.0,74790.0,653917
2024-08-19,75050.0,75130.0,74530.0,74950.0,902372
2024-08-20,75580.0,75600.0,74880.0,75140.0,1305768
2024-08-21,73460.0,73470.0,73190.0,73400.0,626671
2024-08-22,75010.0,75380.0,74550.0,74910.0,2213682
2024-08-23,74470.0,74830.0,74260.0,74780.0,2380708
2024-08-26,75010.0,75060.0,74460.0,74580.0,1462130
2024-08-27,74550.0,74700.0,74130.0,74230.0,2270421
2024-08-28,76020.0,76470.0,75970.0,76230.0,2716104
2024-08-29,75860.0,76020.0,75660.0,75990.0,373508
2024-08-30,76900.0,77140.0,76800.0,76990.0,2432783
2024-09-02,78710.0,78970.0,78280.0,78370.0,446547
2024-09-03,79300.0,79480.0,78770.0,79080.0,757091
2024-09-04,79220.0,79900.0,79210.0,79400.0,1183968
2024-09-05,79110.0,79310.0,78880.0,79210.0,1284484
2024-09-06,79670.0,79980.0,79080.0,79350.0,2176499
2024-09-09,79610.0,79950.0,79420.0,79800.0,2204932
2024-09-10,80930.0,80950.0,80240.0,80850.0,2288356
2024-09-11,81300.0,81360.0,81050.0,81110.0,2477046
2024-09-12,80720.0,80960.0,80330.0,80820.0,645647
2024-09-13,81280.0,81510.0,81080.0,81430.0,1036749
2024-09-16,82030.0,82060.0,81690.0,81720.0,2863869
2024-09-17,84100.0,84820.0,83870.0,83910.0,2072344
2024-09-18,84730.0,85050.0,84610.0,84690.0,2669571
2024-09-19,84510.0,85160.0,83970.0,84700.0,2359425
2024-09-20,84770.0,84910.0,84510.0,84530.0,2599818
2024-09-23,84210.0,84800.0,83750.0,84680.0,2701769
2024-09-24,85990.0,86540.0,85810.0,85840.0,1684127
2024-09-25,86690.0,86820.0,86640.0,86690.0,1562525
2024-09-26,87570.0,87700.0,87470.0,87630.0,2991123
2024-09-27,89280.0,89450.0,88690.0,89380.0,1783665
2024-09-30,88670.0,89090.0,88670.0,88900.0,2848987
2024-10-01,89510.0,90020.0,89030.0,89290.0,2060342
2024-10-02,88880.0,89610.0,88570.0,89310.0,1880775
2024-10-03,88780.0,90120.0,88530.0,89320.0,1514214
2024-10-04,90240.0,90580.0,89680.0,90190.0,1753110
2024-10-07,92190.0,92520.0,91640.0,92320.0,2357276
2024-10-08,93250.0,93420.0,92590.0,92810.0,519448
2024-10-09,93440.0,93730.0,92980.0,93070.0,330800
2024-10-10,92340.0,92660.0,92070.0,92230.0,1971050
2024-10-11,92810.0,93020.0,92370.0,92910.0,763344
2024-10-14,93530.0,94160.0,93230.0,93270.0,1866426
2024-10-15,93930.0,94410.0,93510.0,94290.0,2528905
2024-10-16,92670.0,93480.0,92600.0,93050.0,2793571
2024-10-17,93090.0,93390.0,92670.0,93030.0,721788
2024-10-18,91430.0,92290.0,91350.0,92160.0,2276205
2024-10-21,90810.0,90960.0,90620.0,90820.0,2407303
2024-10-22,91560.0,91970.0,91450.0,91840.0,644284
2024-10-23,93170.0,93770.0,92780.0,93260.0,1107592
2024-10-24,94070.0,94600.0,93190.0,93510.0,2166302
2024-10-25,92880.0,92940.0,92750.0,92850.0,355970
2024-10-28,90960.0,91450.0,90840.0,91080.0,1435782
2024-10-29,91260.0,91750.0,91010.0,91390.0,1612511
2024-10-30,91490.0,92340.0,91060.0,91840.0,1511141
2024-10-31,92180.0,92420.0,91870.0,92210.0,374605
2024-11-01,92430.0,93060.0,92400.0,92650.0,962974
2024-11-04,93540.0,93620.0,93090.0,93430.0,1705624
2024-11-05,92350.0,92590.0,92170.0,92180.0,1753706
2024-11-06,91970.0,92990.0,91340.0,91730.0,759121
2024-11-07,91820.0,92600.0,91490.0,92370.0,1455032
2024-11-08,89590.0,89730.0,89300.0,89490.0,2824646
2024-11-11,86430.0,86840.0,86360.0,86770.0,2262353
2024-11-12,84290.0,84380.0,84050.0,84180.0,2627487
2024-11-13,84480.0,84730.0,84270.0,84550.0,2856079
2024-11-14,84490.0,85180.0,83970.0,84170.0,1753971
2024-11-15,83580.0,84210.0,83240.0,83810.0,651809
2024-11-18,83040.0,83520.0,82170.0,83400.0,1958247
2024-11-19,84090.0,84440.0,83660.0,84380.0,2338216
2024-11-20,83210.0,83590.0,82920.0,83130.0,2976093
2024-11-21,83230.0,83890.0,82570.0,82930.0,1693313
2024-11-22,81440.0,82040.0,81370.0,81920.0,2082048
2024-11-25,80950.0,81690.0,80890.0,81600.0,591019
2024-11-26,81320.0,81350.0,80530.0,81270.0,1116755
2024-11-27,81070.0,81620.0,80400.0,81170.0,595290
2024-11-28,78550.0,78600.0,78210.0,78390.0,2429827
2024-11-29,78790.0,79050.0,78380.0,78640.0,2868667
2024-12-02,77600.0,78010.0,76850.0,77530.0,1385658
2024-12-03,77210.0,77460.0,76820.0,77430.0,747447
2024-12-04,77540.0,77620.0,77320.0,77530.0,2827438
2024-12-05,77870.0,78040.0,77280.0,77520.0,453739
2024-12-06,77250.0,77280.0,76960.0,77220.0,1889869
2024-12-09,76920.0,77180.0,76430.0,77110.0,1539333
2024-12-10,75630.0,75760.0,75500.0,75640.0,1438994
2024-12-11,73120.0,73550.0,73080.0,73390.0,2399679
2024-12-12,73150.0,73350.0,72770.0,73050.0,913222
2024-12-13,74390.0,75010.0,74170.0,74190.0,2182554
2024-12-16,73500.0,73920.0,73300.0,73780.0,2363868
2024-12-17,72770.0,73340.0,72650.0,72860.0,1033192
2024-12-18,72140.0,72180.0,71900.0,72170.0,2519491
2024-12-19,71190.0,71920.0,70880.0,71550.0,437866
2024-12-20,70900.0,71410.0,70480.0,70570.0,896488
2024-12-23,70820.0,71180.0,70820.0,71130.0,1714948
2024-12-24,70080.0,70360.0,69800.0,70090.0,336956
2024-12-25,69300.0,69690.0,68860.0,69380.0,1215785
2024-12-26,69450.0,69490.0,69340.0,69360.0,1048158
2024-12-27,68890.0,69390.0,68610.0,68790.0,2229072
2024-12-30,69430.0,70030.0,69070.0,69280.0,872315
2024-12-31,69250.0,69490.0,69090.0,69100.0,1420738
2025-01-01,70050.0,70740.0,69470.0,69840.0,2417671
2025-01-02,70930.0,71090.0,70670.0,71060.0,2416225
2025-01-03,70150.0,70460.0,69950.0,70380.0,2517792
2025-01-06,71580.0,71600.0,71380.0,71420.0,1215850
2025-01-07,71610.0,72120.0,71150.0,72030.0,2187052
2025-01-08,72920.0,73160.0,72830.0,73060.0,1958958
2025-01-09,72660.0,73070.0,72450.0,72960.0,2064042
2025-01-10,72870.0,72960.0,72580.0,72750.0,1883338
2025-01-13,73910.0,74260.0,73590.0,74100.0,2810669
2025-01-14,74090.0,74480.0,73610.0,73950.0,1757745
2025-01-15,73400.0,73740.0,72930.0,73330.0,2097642
2025-01-16,75030.0,75560.0,74640.0,74870.0,1531823
2025-01-17,76450.0,76620.0,76390.0,76400.0,741756
2025-01-20,78170.0,78450.0,77150.0,77630.0,2036275
2025-01-21,76570.0,76930.0,76450.0,76640.0,1098361
2025-01-22,75710.0,75850.0,75320.0,75820.0,1868327
2025-01-23,74770.0,74980.0,74400.0,74940.0,747149
2025-01-24,75370.0,76060.0,74880.0,75010.0,784950
2025-01-27,75750.0,76080.0,75720.0,75850.0,1893711
2025-01-28,76770.0,76850.0,76080.0,76420.0,813202
2025-01-29,75450.0,75690.0,75190.0,75630.0,2973120
2025-01-30,76790.0,76970.0,76130.0,76540.0,1575753
2025-01-31,75730.0,75800.0,75610.0,75660.0,2656478
2025-02-03,77780.0,77820.0,77350.0,77670.0,1608228
2025-02-04,78980.0,79480.0,78650.0,78930.0,1737401
2025-02-05,80030.0,80090.0,79750.0,79850.0,600713
2025-02-06,80480.0,80760.0,79960.0,80180.0,1636354
2025-02-07,81090.0,82010.0,80810.0,80890.0,2889957
2025-02-10,82360.0,82490.0,82310.0,82320.0,2923132
2025-02-11,81510.0,82050.0,81450.0,81670.0,1874189
2025-02-12,83100.0,83520.0,82890.0,83100.0,2248464
2025-02-13,83930.0,84850.0,83770.0,84510.0,1246298
2025-02-14,85270.0,86170.0,85120.0,86140.0,1891217
2025-02-17,87320.0,87400.0,86880.0,87150.0,2869192
2025-02-18,87320.0,87770.0,86710.0,87150.0,2905073
2025-02-19,86450.0,86880.0,85840.0,86690.0,2319051
2025-02-20,87120.0,87590.0,86800.0,87510.0,1805169
2025-02-21,88180.0,88230.0,87490.0,87870.0,2132909
2025-02-24,88960.0,89280.0,88910.0,89280.0,507498
2025-02-25,90260.0,90480.0,89510.0,89800.0,1092705
2025-02-26,91690.0,92350.0,91580.0,91950.0,1976508
2025-02-27,91420.0,91710.0,91270.0,91670.0,695749
2025-02-28,92140.0,92470.0,91590.0,92050.0,575265
2025-03-03,94810.0,95250.0,94770.0,94960.0,2539404
2025-03-04,94480.0,94490.0,93470.0,94130.0,2309948
2025-03-05,94830.0,95290.0,94580.0,94590.0,738991
2025-03-06,93460.0,93890.0,93390.0,93880.0,2480583
2025-03-07,94290.0,95070.0,94030.0,94100.0,2408307
2025-03-10,93740.0,93950.0,93530.0,93940.0,2446409
2025-03-11,94710.0,95030.0,94450.0,94490.0,1218387
2025-03-12,94910.0,95140.0,94210.0,94540.0,2496914
2025-03-13,92790.0,93090.0,92490.0,92870.0,2352541
2025-03-14,93640.0,94260.0,93370.0,93900.0,1986312
2025-03-17,94340.0,94450.0,94140.0,94350.0,1933296
2025-03-18,94560.0,95200.0,94450.0,94810.0,2099299
2025-03-19,94680.0,94810.0,94280.0,94640.0,2394866
2025-03-20,94380.0,94850.0,94040.0,94530.0,1704362
2025-03-21,95770.0,96220.0,94710.0,95930.0,2960110
2025-03-24,96340.0,96750.0,95860.0,96160.0,1537406
2025-03-25,96200.0,96420.0,95870.0,95890.0,2193635
2025-03-26,94880.0,95000.0,94350.0,94490.0,2998924
2025-03-27,95430.0,96050.0,94980.0,95410.0,2356378
2025-03-28,95980.0,96930.0,95570.0,96300.0,1874210
2025-03-31,97330.0,97340.0,96600.0,96920.0,2867526
2025-04-01,95520.0,96050.0,95210.0,95630.0,1562093
2025-04-02,97880.0,98160.0,97060.0,97460.0,2468593
2025-04-03,96810.0,97280.0,96430.0,97000.0,630166
2025-04-04,96550.0,97000.0,96120.0,96430.0,501292
2025-04-07,97380.0,97440.0,96960.0,97050.0,1119167
2025-04-08,96990.0,97010.0,96460.0,96900.0,2745645
2025-04-09,95350.0,95400.0,94630.0,95180.0,2930778
2025-04-10,95080.0,95590.0,94820.0,94970.0,766076
2025-04-11,95230.0,95520.0,94600.0,95230.0,503003
2025-04-14,95500.0,96800.0,94870.0,95760.0,1293252
2025-04-15,96210.0,97030.0,96180.0,96450.0,2037672
2025-04-16,96740.0,97280.0,96680.0,96820.0,2130397
2025-04-17,95400.0,95480.0,95000.0,95290.0,735177
2025-04-18,94770.0,95700.0,94290.0,95030.0,2396515
2025-04-21,93990.0,94620.0,93730.0,93770.0,1059767
2025-04-22,93260.0,94350.0,93060.0,93520.0,1359960
2025-04-23,95630.0,95870.0,95050.0,95150.0,1758242
2025-04-24,95160.0,95500.0,94430.0,94800.0,1226194
2025-04-25,92940.0,93130.0,92510.0,93100.0,1255588
2025-04-28,92600.0,92670.0,92330.0,92400.0,864488
2025-04-29,93240.0,93690.0,92840.0,93110.0,2346517
2025-04-30,93180.0,93300.0,92730.0,92780.0,2004039
2025-05-01,92600.0,92630.0,91670.0,92520.0,1279714
2025-05-02,90450.0,90610.0,90290.0,90610.0,2466801
2025-05-05,88960.0,88980.0,88700.0,88750.0,507262
2025-05-06,88050.0,88630.0,87720.0,87970.0,400470
2025-05-07,86160.0,86590.0,85920.0,86330.0,2692345
2025-05-08,85790.0,86010.0,85260.0,85970.0,1817827
2025-05-09,86810.0,87000.0,86640.0,86700.0,560277
2025-05-12,87010.0,87040.0,86060.0,86750.0,1771358
2025-05-13,85070.0,86240.0,84960.0,85830.0,1791333
2025-05-14,86680.0,87560.0,86140.0,86250.0,2042141
2025-05-15,85020.0,85450.0,84500.0,85360.0,649062
2025-05-16,86470.0,86980.0,86300.0,86850.0,442570
2025-05-19,86520.0,87140.0,86210.0,86570.0,1369840
2025-05-20,86220.0,86390.0,85830.0,85850.0,997404
2025-05-21,85510.0,85520.0,85040.0,85100.0,1602166
2025-05-22,82920.0,83780.0,82530.0,83320.0,1126350
2025-05-23,82650.0,82930.0,82440.0,82480.0,670362
2025-05-26,81720.0,81960.0,81580.0,81830.0,451560
2025-05-27,83300.0,83640.0,83140.0,83450.0,1673681
2025-05-28,83020.0,83340.0,82520.0,83310.0,1103590
2025-05-29,82930.0,83110.0,82790.0,83020.0,1338871
2025-05-30,82890.0,83540.0,82210.0,82690.0,2958036
2025-06-02,81630.0,81930.0,81530.0,81590.0,1142728
2025-06-03,80790.0,81010.0,80320.0,80700.0,1262463
2025-06-04,80660.0,80960.0,79770.0,80940.0,1409101
2025-06-05,80710.0,80780.0,80070.0,80490.0,2151317
2025-06-06,79690.0,80590.0,79460.0,80170.0,2860262
2025-06-09,79560.0,79940.0,79390.0,79690.0,403947
2025-06-10,78480.0,78770.0,77850.0,78680.0,1816152
2025-06-11,79380.0,79760.0,79300.0,79430.0,2177489
2025-06-12,78650.0,78740.0,78600.0,78730.0,2659296
2025-06-13,78900.0,78940.0,78410.0,78610.0,1858299
2025-06-16,79650.0,80020.0,79430.0,79780.0,1856374
2025-06-17,80710.0,80830.0,80490.0,80790.0,1722760
2025-06-18,81560.0,81780.0,81030.0,81500.0,582372
2025-06-19,81430.0,81930.0,81120.0,81720.0,1524881
2025-06-20,82000.0,82270.0,81900.0,82080.0,1367077
2025-06-23,81540.0,81810.0,81330.0,81420.0,2912949
2025-06-24,80060.0,80380.0,79620.0,79780.0,2795059
2025-06-25,80030.0,80340.0,79570.0,79830.0,2608350
2025-06-26,80210.0,80460.0,80200.0,80420.0,955353
2025-06-27,80270.0,80520.0,80180.0,80220.0,1348934
2025-06-30,79610.0,79680.0,79380.0,79620.0,1075632
2025-07-01,79150.0,79510.0,78120.0,78960.0,1228087
2025-07-02,77710.0,78120.0,77660.0,77830.0,2089327
2025-07-03,75730.0,75930.0,75120.0,75290.0,2451556
2025-07-04,75950.0,76160.0,75520.0,75590.0,2023364
2025-07-07,75970.0,76260.0,75560.0,76210.0,1087454
2025-07-08,75760.0,76100.0,75580.0,75880.0,2672941
2025-07-09,76070.0,76110.0,75720.0,75730.0,2651888
2025-07-10,75520.0,75620.0,75170.0,75410.0,1186151
2025-07-11,75810.0,76240.0,75670.0,76060.0,2006797
2025-07-14,77740.0,78050.0,76860.0,77540.0,2414529
2025-07-15,79070.0,79500.0,78670.0,79370.0,2457975
2025-07-16,79090.0,79790.0,78680.0,79120.0,550730
2025-07-17,78240.0,78800.0,77460.0,78410.0,2639539
2025-07-18,78670.0,79640.0,77970.0,79220.0,1389526
2025-07-21,79100.0,79600.0,78840.0,79340.0,1832981
2025-07-22,79790.0,79880.0,79400.0,79720.0,1829214
2025-07-23,78750.0,79120.0,77920.0,78900.0,2915702
2025-07-24,78830.0,79020.0,78740.0,78780.0,2991277
2025-07-25,78660.0,79010.0,78060.0,78400.0,1719745
2025-07-28,77750.0,78730.0,77720.0,78410.0,1755192
2025-07-29,78260.0,78460.0,77610.0,78250.0,2276138
2025-07-30,79290.0,79430.0,79210.0,79260.0,2775920
2025-07-31,80110.0,80220.0,79850.0,79960.0,2462351
2025-08-01,79120.0,79350.0,78220.0,79260.0,2102717
2025-08-04,78860.0,79030.0,78360.0,79010.0,2539224
2025-08-05,80610.0,80910.0,80590.0,80790.0,2577532
2025-08-06,82430.0,82830.0,82390.0,82470.0,1189361
2025-08-07,82110.0,82170.0,81960.0,81990.0,1058601
2025-08-08,82280.0,82640.0,81500.0,81950.0,2639500
2025-08-11,81910.0,82900.0,81440.0,82280.0,2227859
2025-08-12,82940.0,83050.0,82440.0,82750.0,957103
2025-08-13,82880.0,83020.0,82320.0,82730.0,316710
2025-08-14,84490.0,84700.0,84450.0,84600.0,834775
2025-08-15,85590.0,85660.0,85100.0,85220.0,1638326
2025-08-18,83770.0,84150.0,82930.0,83610.0,1637320
2025-08-19,85660.0,85730.0,85100.0,85260.0,1838383
2025-08-20,84910.0,85190.0,84520.0,85190.0,1047178
2025-08-21,85020.0,85900.0,84300.0,85570.0,2446380
2025-08-22,85520.0,86610.0,84570.0,85820.0,1688647
2025-08-25,85750.0,86340.0,85470.0,86240.0,1971520
2025-08-26,86920.0,87230.0,86890.0,87050.0,1247891
2025-08-27,87310.0,87570.0,87000.0,87330.0,1149243
2025-08-28,87550.0,87590.0,86940.0,87330.0,2770301
2025-08-29,88910.0,89180.0,88480.0,89010.0,2485259
2025-09-01,89030.0,89220.0,88020.0,88590.0,535668
2025-09-02,91610.0,91660.0,90380.0,90950.0,1390436
2025-09-03,91400.0,91500.0,90770.0,91490.0,494761
2025-09-04,92820.0,93340.0,92320.0,92930.0,722052
2025-09-05,94270.0,94610.0,93880.0,94290.0,1070450
2025-09-08,93940.0,94520.0,93380.0,93780.0,1250857
2025-09-09,92750.0,93020.0,92190.0,92420.0,2536107
2025-09-10,92810.0,93150.0,92730.0,92870.0,943531
2025-09-11,93050.0,94060.0,92960.0,93760.0,1434401
2025-09-12,94290.0,94710.0,94250.0,94550.0,1851039
2025-09-15,94050.0,94190.0,93890.0,93930.0,1593746
2025-09-16,95060.0,95360.0,94740.0,94780.0,2244903
2025-09-17,95220.0,95630.0,94430.0,94880.0,372882
2025-09-18,94510.0,94750.0,94480.0,94720.0,1580667
2025-09-19,93180.0,93310.0,92960.0,93180.0,2689361
2025-09-22,93310.0,94260.0,93240.0,93700.0,2463582
2025-09-23,94410.0,94830.0,94220.0,94360.0,2231370
2025-09-24,94260.0,94540.0,93810.0,94200.0,1034446
2025-09-25,94570.0,94890.0,94240.0,94410.0,2148006
2025-09-26,93680.0,93910.0,93140.0,93280.0,1271293
